data,subject,clip,label,onset_frame,apex_frame,offset_frame,onset_frame_path,apex_frame_path,offset_frame_path,data_sub
smic,20,s20_ne_13,0,17835887,17835906,17835924,smic/HS_long/SMIC_HS_E/s20/s20_ne_13/image17835887.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_13/image17835906.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_13/image17835924.jpg,smic_20
smic,20,s20_ne_13,0,17835887,17835908,17835924,smic/HS_long/SMIC_HS_E/s20/s20_ne_13/image17835887.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_13/image17835908.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_13/image17835924.jpg,smic_20
smic,20,s20_ne_13,0,17835887,17835909,17835924,smic/HS_long/SMIC_HS_E/s20/s20_ne_13/image17835887.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_13/image17835909.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_13/image17835924.jpg,smic_20
smic,20,s20_ne_14,0,17837691,17837723,17837740,smic/HS_long/SMIC_HS_E/s20/s20_ne_14/image17837691.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_14/image17837723.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_14/image17837740.jpg,smic_20
smic,20,s20_ne_14,0,17837691,17837724,17837740,smic/HS_long/SMIC_HS_E/s20/s20_ne_14/image17837691.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_14/image17837724.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_14/image17837740.jpg,smic_20
smic,20,s20_ne_14,0,17837691,17837726,17837740,smic/HS_long/SMIC_HS_E/s20/s20_ne_14/image17837691.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_14/image17837726.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_14/image17837740.jpg,smic_20
smic,20,s20_ne_14,0,17837691,17837727,17837740,smic/HS_long/SMIC_HS_E/s20/s20_ne_14/image17837691.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_14/image17837727.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_14/image17837740.jpg,smic_20
smic,20,s20_po_01,1,17598752,17598781,17598798,smic/HS_long/SMIC_HS_E/s20/s20_po_01/image17598752.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_01/image17598781.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_01/image17598798.jpg,smic_20
smic,20,s20_po_01,1,17598752,17598782,17598798,smic/HS_long/SMIC_HS_E/s20/s20_po_01/image17598752.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_01/image17598782.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_01/image17598798.jpg,smic_20
smic,20,s20_po_01,1,17598752,17598784,17598798,smic/HS_long/SMIC_HS_E/s20/s20_po_01/image17598752.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_01/image17598784.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_01/image17598798.jpg,smic_20
smic,20,s20_po_01,1,17598752,17598785,17598798,smic/HS_long/SMIC_HS_E/s20/s20_po_01/image17598752.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_01/image17598785.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_01/image17598798.jpg,smic_20
smic,20,s20_po_02,1,17646868,17646886,17646910,smic/HS_long/SMIC_HS_E/s20/s20_po_02/image17646868.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_02/image17646886.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_02/image17646910.jpg,smic_20
smic,20,s20_po_02,1,17646868,17646887,17646910,smic/HS_long/SMIC_HS_E/s20/s20_po_02/image17646868.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_02/image17646887.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_02/image17646910.jpg,smic_20
smic,20,s20_po_02,1,17646868,17646889,17646910,smic/HS_long/SMIC_HS_E/s20/s20_po_02/image17646868.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_02/image17646889.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_02/image17646910.jpg,smic_20
smic,20,s20_po_02,1,17646868,17646890,17646910,smic/HS_long/SMIC_HS_E/s20/s20_po_02/image17646868.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_02/image17646890.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_02/image17646910.jpg,smic_20
smic,20,s20_po_03,1,17748546,17748567,17748570,smic/HS_long/SMIC_HS_E/s20/s20_po_03/image17748546.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_03/image17748567.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_03/image17748570.jpg,smic_20
smic,20,s20_po_03,1,17748546,17748568,17748570,smic/HS_long/SMIC_HS_E/s20/s20_po_03/image17748546.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_03/image17748568.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_03/image17748570.jpg,smic_20
smic,20,s20_po_03,1,17748546,17748570,17748570,smic/HS_long/SMIC_HS_E/s20/s20_po_03/image17748546.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_03/image17748570.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_03/image17748570.jpg,smic_20
smic,20,s20_sur_01,2,17597115,17597130,17597152,smic/HS_long/SMIC_HS_E/s20/s20_sur_01/image17597115.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_01/image17597130.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_01/image17597152.jpg,smic_20
smic,20,s20_sur_01,2,17597115,17597131,17597152,smic/HS_long/SMIC_HS_E/s20/s20_sur_01/image17597115.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_01/image17597131.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_01/image17597152.jpg,smic_20
smic,20,s20_sur_01,2,17597115,17597133,17597152,smic/HS_long/SMIC_HS_E/s20/s20_sur_01/image17597115.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_01/image17597133.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_01/image17597152.jpg,smic_20
smic,20,s20_sur_01,2,17597115,17597134,17597152,smic/HS_long/SMIC_HS_E/s20/s20_sur_01/image17597115.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_01/image17597134.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_01/image17597152.jpg,smic_20
smic,20,s20_sur_02,2,17692849,17692862,17692870,smic/HS_long/SMIC_HS_E/s20/s20_sur_02/image17692849.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_02/image17692862.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_02/image17692870.jpg,smic_20
smic,20,s20_sur_02,2,17692849,17692863,17692870,smic/HS_long/SMIC_HS_E/s20/s20_sur_02/image17692849.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_02/image17692863.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_02/image17692870.jpg,smic_20
smic,20,s20_sur_02,2,17692849,17692865,17692870,smic/HS_long/SMIC_HS_E/s20/s20_sur_02/image17692849.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_02/image17692865.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_02/image17692870.jpg,smic_20
smic,20,s20_sur_02,2,17692849,17692866,17692870,smic/HS_long/SMIC_HS_E/s20/s20_sur_02/image17692849.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_02/image17692866.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_02/image17692870.jpg,smic_20
smic,20,s20_sur_03,2,17761454,17761477,17761502,smic/HS_long/SMIC_HS_E/s20/s20_sur_03/image17761454.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_03/image17761477.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_03/image17761502.jpg,smic_20
smic,20,s20_sur_03,2,17761454,17761478,17761502,smic/HS_long/SMIC_HS_E/s20/s20_sur_03/image17761454.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_03/image17761478.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_03/image17761502.jpg,smic_20
smic,20,s20_sur_03,2,17761454,17761480,17761502,smic/HS_long/SMIC_HS_E/s20/s20_sur_03/image17761454.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_03/image17761480.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_03/image17761502.jpg,smic_20
smic,20,s20_sur_03,2,17761454,17761481,17761502,smic/HS_long/SMIC_HS_E/s20/s20_sur_03/image17761454.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_03/image17761481.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_03/image17761502.jpg,smic_20
smic,20,s20_sur_04,2,17763111,17763132,17763151,smic/HS_long/SMIC_HS_E/s20/s20_sur_04/image17763111.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_04/image17763132.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_04/image17763151.jpg,smic_20
smic,20,s20_sur_04,2,17763111,17763133,17763151,smic/HS_long/SMIC_HS_E/s20/s20_sur_04/image17763111.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_04/image17763133.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_04/image17763151.jpg,smic_20
smic,20,s20_sur_04,2,17763111,17763135,17763151,smic/HS_long/SMIC_HS_E/s20/s20_sur_04/image17763111.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_04/image17763135.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_04/image17763151.jpg,smic_20
smic,20,s20_sur_04,2,17763111,17763136,17763151,smic/HS_long/SMIC_HS_E/s20/s20_sur_04/image17763111.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_04/image17763136.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_04/image17763151.jpg,smic_20
smic,20,s20_sur_05,2,17771577,17771586,17771600,smic/HS_long/SMIC_HS_E/s20/s20_sur_05/image17771577.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_05/image17771586.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_05/image17771600.jpg,smic_20
smic,20,s20_sur_05,2,17771577,17771587,17771600,smic/HS_long/SMIC_HS_E/s20/s20_sur_05/image17771577.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_05/image17771587.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_05/image17771600.jpg,smic_20
smic,20,s20_sur_05,2,17771577,17771589,17771600,smic/HS_long/SMIC_HS_E/s20/s20_sur_05/image17771577.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_05/image17771589.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_05/image17771600.jpg,smic_20
smic,20,s20_sur_05,2,17771577,17771590,17771600,smic/HS_long/SMIC_HS_E/s20/s20_sur_05/image17771577.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_05/image17771590.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_05/image17771600.jpg,smic_20
smic,14,s14_ne_01,0,34208,34236,34258,smic/HS_long/SMIC_HS_E/s14/s14_ne_01/image034208.jpg,smic/HS_long/SMIC_HS_E/s14/s14_ne_01/image034236.jpg,smic/HS_long/SMIC_HS_E/s14/s14_ne_01/image034258.jpg,smic_14
smic,14,s14_ne_01,0,34208,34237,34258,smic/HS_long/SMIC_HS_E/s14/s14_ne_01/image034208.jpg,smic/HS_long/SMIC_HS_E/s14/s14_ne_01/image034237.jpg,smic/HS_long/SMIC_HS_E/s14/s14_ne_01/image034258.jpg,smic_14
smic,14,s14_ne_01,0,34208,34239,34258,smic/HS_long/SMIC_HS_E/s14/s14_ne_01/image034208.jpg,smic/HS_long/SMIC_HS_E/s14/s14_ne_01/image034239.jpg,smic/HS_long/SMIC_HS_E/s14/s14_ne_01/image034258.jpg,smic_14
smic,14,s14_ne_01,0,34208,34240,34258,smic/HS_long/SMIC_HS_E/s14/s14_ne_01/image034208.jpg,smic/HS_long/SMIC_HS_E/s14/s14_ne_01/image034240.jpg,smic/HS_long/SMIC_HS_E/s14/s14_ne_01/image034258.jpg,smic_14
smic,14,s14_ne_02,0,37634,37651,37671,smic/HS_long/SMIC_HS_E/s14/s14_ne_02/image037634.jpg,smic/HS_long/SMIC_HS_E/s14/s14_ne_02/image037651.jpg,smic/HS_long/SMIC_HS_E/s14/s14_ne_02/image037671.jpg,smic_14
smic,14,s14_ne_02,0,37634,37652,37671,smic/HS_long/SMIC_HS_E/s14/s14_ne_02/image037634.jpg,smic/HS_long/SMIC_HS_E/s14/s14_ne_02/image037652.jpg,smic/HS_long/SMIC_HS_E/s14/s14_ne_02/image037671.jpg,smic_14
smic,14,s14_ne_02,0,37634,37654,37671,smic/HS_long/SMIC_HS_E/s14/s14_ne_02/image037634.jpg,smic/HS_long/SMIC_HS_E/s14/s14_ne_02/image037654.jpg,smic/HS_long/SMIC_HS_E/s14/s14_ne_02/image037671.jpg,smic_14
smic,14,s14_ne_02,0,37634,37655,37671,smic/HS_long/SMIC_HS_E/s14/s14_ne_02/image037634.jpg,smic/HS_long/SMIC_HS_E/s14/s14_ne_02/image037655.jpg,smic/HS_long/SMIC_HS_E/s14/s14_ne_02/image037671.jpg,smic_14
